archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
64.63,1,1,0,10300, , ,0299,0,20170511, ,0,0, ,0,주택,스레이트,시멘트부럭,1,0, ,1,0,0,0,0,0,0,0,0, ,0002, ,0,주건축물,01000,단독주택,44133-33930, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 299-2번지,19870908, , , , , ,1,일반,2,일반건축물,0,236,30,슬레이트, , ,44133, , ,12,블록구조,64.63,64.63,0,19900418,0,64.63
140.43,0,0,0,10300, , ,0299,0,20171118, ,0,0, ,0,"소매점, 다방, 사무실",스라브,철근콘크리트조,0,0, ,2,0,0,0,0,0,0,0,0, ,0008, ,0,주건축물,03000,제1종근린생활시설,44133-43186, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 299-8번지,19890329, , , , , ,1,일반,2,일반건축물,0,237,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,412.05,412.05,1,19890809,0,280.86
84.11,0,0,0,10300, , ,0300,0,20220127,주건축물제2동,0,0, ,0,제1종근린생활시설,기타지붕,경량철골구조,0,0, ,1,5.2,0,0,0,0,0,0,0, ,0001, ,0,주건축물,03000,제1종근린생활시설,44133-100442994,10302,13.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 13,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 300-1번지,20210917,1202,증축신고,5660032,건축과,2021,1,일반,2,일반건축물,0,238,90,기타지붕, ,0,44133, ,20211012,32,경량철골구조,84.11,84.11,0,20211223,0,84.11
299.47,0,0,0,10300, , ,0300,0,20220127,주건축물제1동,0,0, ,0,제2종근린생활시설,샌드위치패널,경량철골구조,0,0, ,1,5,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-100200444,10302,13.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 13,23,2,0,0,0,0,충청남도 천안시 서북구 백석동 300-1번지,20051226,1101,신축허가,4490193,건축과,2005,1,일반,2,일반건축물,0,239,90,기타지붕, ,0,44133, ,20090701,32,경량철골구조,299.47,299.47,0,20091208,0,299.47
144.05,0,0,38.31,10300, , ,0300,0,20170901, ,0,0, ,0,"근린생활시설, 단독주택",스라브,"철근콘크리트조, 시멘트벽돌조",1,0, ,2,7.7,0,0,0,0,0,0,0, ,0004, ,0,주건축물,04000,제2종근린생활시설,44133-46827,10302,17.0,441333015009,3.0,0, 충청남도 천안시 서북구 백석로 17-3,23,2,0,0,376,0,충청남도 천안시 서북구 백석동 300-4번지,19980727, , , , , ,1,일반,2,일반건축물,0,240,10,(철근)콘크리트, , ,44133, ,19980801,21,철근콘크리트구조,265.725,265.725,1,19981210,53.42,200.87
92.7,0,0,0,10300, , ,0301,0,20170214, ,0,0, ,0,주택,시멘트기와,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-60345, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 301번지, , , , , , ,1,일반,2,일반건축물,0,241,20,기와, , ,44133, , ,19,기타조적구조,92.7,92.7,0,19560510,0,92.7
113.88,9,1,26.3,10300, , ,0301,0,20221028, ,0,0, ,0,단독(다가구)주택,"스라브, 철판","철근콘크리트조, 경량벽돌조, 시멘트벽돌조",4,0, ,2,7.9,0,0,0,0,0,0,0, ,0002, ,0,주건축물,01000,단독주택,44133-31892,10302,17.0,441333015009,15.0,0, 충청남도 천안시 서북구 백석로 17-15,0,0,0,0,433,0,충청남도 천안시 서북구 백석동 301-2번지,19921028, , , , , ,1,일반,2,일반건축물,0,242,10,(철근)콘크리트, ,0,44133, ,19921106,21,철근콘크리트구조,184.86,184.86,0,19930429,42.69,184.86
265.73,0,0,53.68,10300, , ,0301,1,20190530, ,0,0, ,0,"단독주택, 제2종근린생활시설",철근콘크리트,철근콘크리트구조,19,0, ,4,12.55,0,0,0,0,0,0,0, ,0007, ,0,주건축물,01000,단독주택,44133-100257162,10301,9.0,441333250046,17.0,0, 충청남도 천안시 서북구 한들1로 9-17,156.7,14,0,0,495,0,충청남도 천안시 서북구 백석동 301-7번지,20130531,1101,신축허가,5660007,도시건축과,2013,1,일반,2,일반건축물,1,243,10,(철근)콘크리트, ,1,44133, ,20130605,21,철근콘크리트구조,707.06,707.06,0,20131113,142.84,707.06
246.16,0,0,59.75,10300, , ,0301,1,20190530, ,0,0, ,0,단독주택,(철근)콘크리트,철근콘크리트구조,18,0, ,4,12.97,0,0,0,0,0,0,0, ,0012, ,0,주건축물,01000,단독주택,44133-100259682,10301,9.0,441333250046,13.0,0, 충청남도 천안시 서북구 한들1로 9-13,145.65,13,0,0,412,0,충청남도 천안시 서북구 백석동 301-12번지,20130809,1101,신축허가,5660007,도시건축과,2013,1,일반,2,일반건축물,1,244,10,(철근)콘크리트, ,1,44133, ,20130909,21,철근콘크리트구조,645.5,645.5,0,20140120,156.67,645.5
270.62,0,0,51.35,10300, , ,0301,0,20190530, ,0,0, ,0,"단독주택,제2종근린생활시설",철근콘크리트,철근콘크리트구조,19,0, ,4,13,0,0,0,0,0,0,0, ,0013, ,0,주건축물,01000,단독주택,44133-100256750,10301,9.0,441333250046,15.0,0, 충청남도 천안시 서북구 한들1로 9-15,168.2,15,0,0,527,0,충청남도 천안시 서북구 백석동 301-13번지,20130524,1101,신축허가,5660007,도시건축과,2013,1,일반,2,일반건축물,1,245,10,(철근)콘크리트, ,1,44133, ,20130605,21,철근콘크리트구조,708.28,708.28,0,20131107,134.4,708.28
41.8,0,0,0,10300, , ,0302,0,20170511, ,0,0, ,0,주택,시멘트기와,흙벽돌조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-37908, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 302번지, , , , , , ,1,일반,2,일반건축물,0,246,20,기와, , ,44133, , ,11,벽돌구조,41.8,41.8,0,19660525,0,41.8
439.66,0,0,45.75,10300, , ,0302,1,20200427, ,0,0, ,0,"제1,2종근린생활시설, 단독주택",판넬,"철근콘크리트구조, 일반철골구조",5,0, ,5,18.05,0,0,0,0,0,0,0, ,0001, ,0,주건축물,03000,제1종근린생활시설,44133-100199108,10302,17.0,441333015009,9.0,0, 충청남도 천안시 서북구 백석로 17-9,179.5,16,0,0,961,0,충청남도 천안시 서북구 백석동 302-1번지,20030620,1101,신축허가,4490136,건축과,2003,1,일반,2,일반건축물,1,247,90,기타지붕, ,0,44133, ,20030730,21,철근콘크리트구조,1840.4,1840.4,0,20091127,191.51,1840.4
298.58,0,0,53.51,10300, , ,0302,2,20220823, ,0,0, ,0,근린생활시설,철근콘크리트,"철근콘크리트조,벽돌조",1,0, ,4,15.2,0,0,0,0,0,0,0, ,0002, ,0,주건축물,04000,제2종근린생활시설,44133-25057,10302,17.0,441333015009,5.0,0, 충청남도 천안시 서북구 백석로 17-5,92,8,0,0,558,0,충청남도 천안시 서북구 백석동 302-2번지,20010712, , , , , ,1,일반,2,일반건축물,0,248,10,(철근)콘크리트, ,0,44133, ,20010720,21,철근콘크리트구조,1263.2,1263.2,1,20011208,188.58,1052.3
152.94,0,0,0,10300, , ,0302,0,20170425, ,0,0, ,0,다세대주택,스라브,철근콘크리트조,0,0, ,4,0,12,0,0,0,0,0,0, ,0008, ,0,주건축물,02000,공동주택,44133-27235,10302,17.0,441333015009,13.0,0, 충청남도 천안시 서북구 백석로 17-13,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 302-8번지,19910420, , , , , ,2,집합,3,표제부,0,249,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,656.36,656.36,1,19911122,0,611.76
152.94,0,0,0,10300, , ,0302,0,20170216,1동,0,0, ,0,"소매점, 다세대주택,일반음식점",스라브,철근콘크리트조,0,0, ,4,0,9,3,0,0,0,0,0, ,0009, ,0,주건축물,02000,공동주택,44133-35256,10302,17.0,441333015009,13.0,0, 충청남도 천안시 서북구 백석로 17-13,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 302-9번지,19910615, , , , , ,2,집합,3,표제부,0,250,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,656.36,656.36,1,19911122,0,611.76
4.32,0,0,0,10300,2동, ,0303,0,20170331, ,0,0, ,0,근린생활시설,철판,경량철골조,0,0, ,1,0,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-7180,10302,17.0,441333015009,23.0,0, 충청남도 천안시 서북구 백석로 17-23,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 303-1번지, , , , , , ,1,일반,2,일반건축물,0,251,90,기타지붕, , ,44133, , ,32,경량철골구조,4.32,4.32,0,20020927,0,4.32
341,0,0,0,10300,1동, ,0303,0,20220809, ,0,0, ,0,근린생활시설,철판,경량철골조,0,0, ,1,0,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-7181,10302,17.0,441333015009,23.0,0, 충청남도 천안시 서북구 백석로 17-23,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 303-1번지, , , , , , ,1,일반,2,일반건축물,0,252,90,기타지붕, ,0,44133, , ,32,경량철골구조,341,341,0,20020927,0,341
520.38,0,0,39.63,10300,미래유치원, ,0303,0,20220823,미래유치원,0,0, ,0,교육연구및복지시설,기타지붕(샌드위치판넬),"철근콘크리트조,경량철골조",1,0, ,3,11.25,1,0,0,0,0,0,0, ,0002, ,0,주건축물,11000,노유자시설,44133-57465,10302,17.0,441333015009,17.0,0, 충청남도 천안시 서북구 백석로 17-17,69,6,0,0,1313,0,충청남도 천안시 서북구 백석동 303-2번지,19980817, , , , , ,1,일반,2,일반건축물,0,253,90,기타지붕, ,1,44133, ,19980824,21,철근콘크리트구조,1205.23,1205.23,1,19981214,84.43,1108.57
34.6,0,0,0,10300, , ,0304,0,20111117, ,0,0, ,0,주택,초즙,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-7307,10301,9.0,441333250046,5.0,0, 충청남도 천안시 서북구 한들1로 9-5,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304번지, , , , , , ,1,일반,2,일반건축물,0,254,90,기타지붕, , ,44133, , ,19,기타조적구조,34.6,34.6,0,19560510,0,34.6
40.4,0,0,0,10300, , ,0304,0,20111117, ,0,0, ,0,주택,초즙,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-7304,10301,9.0,441333250046,5.0,0, 충청남도 천안시 서북구 한들1로 9-5,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304번지, , , , , , ,1,일반,2,일반건축물,0,255,90,기타지붕, , ,44133, , ,19,기타조적구조,40.4,40.4,0,19430905,0,40.4
46.8,0,0,0,10300, , ,0304,0,20170511, ,0,0, ,0,주택,초즙,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-7306,10301,9.0,441333250046,5.0,0, 충청남도 천안시 서북구 한들1로 9-5,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304번지, , , , , , ,1,일반,2,일반건축물,0,256,90,기타지붕, , ,44133, , ,19,기타조적구조,46.8,46.8,0,19430905,0,46.8
71.01,5.85,1,0,10300, , ,0304,0,20170511, ,0,0, ,0,"주택, 창고",스라브,"철근콘크리트조, 시멘트벽돌조",1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-7303,10301,9.0,441333250046,5.0,0, 충청남도 천안시 서북구 한들1로 9-5,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304번지,19870217, , , , , ,1,일반,2,일반건축물,0,257,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,84.87,84.87,1,19871228,0,71.01
35.8,0,0,0,10300, , ,0304,0,20170511, ,0,0, ,0,주택,시멘트기와,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-7305,10301,9.0,441333250046,5.0,0, 충청남도 천안시 서북구 한들1로 9-5,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304번지, , , , , , ,1,일반,2,일반건축물,0,258,20,기와, , ,44133, , ,19,기타조적구조,35.8,35.8,0,19590612,0,35.8
97.14,0,0,48.81,10300, , ,0304,0,20170214,1동,0,0, ,0,제2종근린생활시설,기타지붕,경량철골구조,0,0, ,1,4,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-55180,10302,17.0,441333015009,20.0,0, 충청남도 천안시 서북구 백석로 17-20,0,0,0,0,199,0,충청남도 천안시 서북구 백석동 304-1번지,20060720,1201,신축신고, , ,2006,1,일반,2,일반건축물,0,259,90,기타지붕, , ,44133, ,20060725,32,경량철골구조,97.14,97.14,0,20061121,48.81,97.14
92.4,6.6,1,0,10300, , ,0304,0,20170216, ,0,0, ,0,주택,스라브,시멘트벽돌조,1,0, ,2,0,0,0,0,0,0,0,0, ,0002, ,0,주건축물,01000,단독주택,44133-53052, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304-2번지,19880202, , , , , ,1,일반,2,일반건축물,0,260,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,172.06,172.06,0,19880729,0,172.06
85.69,0,0,0,10300, , ,0304,0,20111123, ,0,0, ,0,"주택, 창고",스라브,시멘트벽돌조,1,0, ,2,0,0,0,0,0,0,0,0, ,0003, ,0,주건축물,01000,단독주택,44133-41411,10302,17.0,441333015009,16.0,0, 충청남도 천안시 서북구 백석로 17-16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 304-3번지,19890623, , , , , ,1,일반,2,일반건축물,0,261,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,170.38,170.38,0,19910603,0,170.38
99.94,0,0,42.53,10300, , ,0304,0,20170511, ,0,0, ,0,"단독주택,창고",샌드위치판넬,"철근콘크리트구조,경량철골조",1,0, ,2,7.4,1,0,0,0,0,0,0, ,0004, ,0,주건축물,01000,단독주택,44133-39359,10302,17.0,441333015009,14.0,0, 충청남도 천안시 서북구 백석로 17-14,24,2,0,0,235,0,충청남도 천안시 서북구 백석동 304-4번지,20030304,1101,신축허가,4490136,건축과,2003,1,일반,2,일반건축물,0,262,90,기타지붕, , ,44133, ,20030327,21,철근콘크리트구조,177.14,0,0,20030709,75.38,177.14
41.3,0,0,0,10300, , ,0305,0,20170511, ,0,0, ,0,주택,스레이트,흙벽돌조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-39280, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 305번지, , , , , , ,1,일반,2,일반건축물,0,263,30,슬레이트, , ,44133, , ,11,벽돌구조,41.3,41.3,0,19660510,0,41.3
99.09,0,0,39.01,10300, , ,0305,0,20111117, ,0,0, ,0,단독주택,스라브,시멘트벽돌조,1,0, ,1,5.6,0,0,0,0,0,0,0, ,0001, ,0,주건축물,01000,단독주택,44133-23323,10302,23.0,441333015009,21.0,0, 충청남도 천안시 서북구 백석로 23-21,0,0,0,0,254,0,충청남도 천안시 서북구 백석동 305-1번지,19961210, , , , , ,1,일반,2,일반건축물,0,264,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,99.09,99.09,0,19970829,39.01,99.09
165,0,0,31.61,10300, , ,0305,0,20210727, ,0,0, ,0,"근린생활시설, 단독주택","시멘트기와, 철판","흙벽돌조, 경량철골조",1,0, ,1,0,0,0,0,0,0,0,0, ,0002, ,0,주건축물,01000,단독주택,44133-58669,10302,17.0,441333015009,8.0,0, 충청남도 천안시 서북구 백석로 17-8,0,0,0,0,522,0,충청남도 천안시 서북구 백석동 305-2번지, , , , , , ,1,일반,2,일반건축물,0,265,20,기와, ,0,44133, , ,11,벽돌구조,165,165,0,19660525,31.61,165
68.25,0,0,0,10300, , ,0305,0,20171025, ,0,0, ,0,주택,스라브,세멘벽돌,1,0, ,1,0,0,0,0,0,0,0,0, ,0005, ,0,주건축물,01000,단독주택,44133-28303,10302,23.0,441333015009,11.0,0, 충청남도 천안시 서북구 백석로 23-11,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 305-5번지,19901031, , , , , ,1,일반,2,일반건축물,0,266,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,68.25,68.25,0,19910709,0,68.25
100.32,0,0,0,10300, , ,0306,0,20170919, ,0,0, ,0,주택,스라브,세멘벽돌,1,0, ,1,0,0,0,0,0,0,0,0, ,0001, ,0,주건축물,01000,단독주택,44133-30606,10302,23.0,441333015009,23.0,0, 충청남도 천안시 서북구 백석로 23-23,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 306-1번지,19910319, , , , , ,1,일반,2,일반건축물,0,267,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,100.32,100.32,0,19920602,0,100.32
39.7,0,0,21.46,10300, , ,0306,0,20181016, ,0,0, ,0,주택,스레이트,목조,1,0, ,1,0,0,0,0,0,0,0,0, ,0002, ,0,주건축물,01000,단독주택,44133-40509,10302,23.0,441333015009,7.0,0, 충청남도 천안시 서북구 백석로 23-7,0,0,0,0,185,0,충청남도 천안시 서북구 백석동 306-2번지, , , , , , ,1,일반,2,일반건축물,0,268,30,슬레이트, ,0,44133, , ,51,일반목구조,39.7,39.7,0,19440902,21.46,39.7
116.31,0,0,26.08,10300, , ,0306,0,20170908, ,0,0, ,0,주택(3가구),스라브,"철근콘크리트조, 조적조",3,0, ,2,0,0,0,0,0,0,0,0, ,0003, ,0,주건축물,01000,단독주택,44133-23097,10302,23.0,441333015009,5.0,0, 충청남도 천안시 서북구 백석로 23-5,0,0,0,0,446,0,충청남도 천안시 서북구 백석동 306-3번지,19910311, , , , , ,1,일반,2,일반건축물,0,269,10,(철근)콘크리트, , ,44133, ,19910314,11,벽돌구조,174,174,1,19910703,35.38,157.8
87.42,2.94,1,40.66,10300, , ,0306,0,20201202, ,0,0, ,0,"창고시설, 제2종근린생활시설",스라브,"철근콘크리트조, 세멘벽돌",0,0, ,2,8.9,0,0,0,0,0,0,0, ,0004, ,0,주건축물,04000,제2종근린생활시설,44133-47936,10302,23.0,441333015009,3.0,0, 충청남도 천안시 서북구 백석로 23-3,0,0,0,0,215,0,충청남도 천안시 서북구 백석동 306-4번지,19910828, , , , , ,1,일반,2,일반건축물,0,270,10,(철근)콘크리트, ,0,44133, , ,11,벽돌구조,225.09,225.09,1,19920819,65.4,140.61
95.5,35.8,1,0,10300, , ,0307,0,20170511, ,0,0, ,0,주택,스레이트,토담조,1,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-28689, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 307번지, , , , , , ,1,일반,2,일반건축물,0,271,30,슬레이트, , ,44133, , ,19,기타조적구조,95.5,95.5,0,19430912,0,95.5
341.16,0,0,36.72,10300, , ,0308,0,20190530, ,0,0, ,0,"제1,2종근린생활시설, 단독주택",(철근)콘크리트,철근콘크리트구조,1,0, ,4,15.64,0,0,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-100202789,10301,9.0,441333250046,1.0,0, 충청남도 천안시 서북구 한들1로 9-1,131.5,11,0,0,929,0,충청남도 천안시 서북구 백석동 308번지,20090723,1101,신축허가,5660007,도시건축과,2009,1,일반,2,일반건축물,1,272,10,(철근)콘크리트, ,1,44133, ,20090805,21,철근콘크리트구조,1265.37,1265.37,0,20100114,136.21,1265.37
347.4,0,0,0,10300, , ,0313,0,20191025, ,0,0, ,0,소매점,스레이트,경량철골조,0,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-43249,10302,26.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 26,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 313번지,19890529, , , , , ,1,일반,2,일반건축물,0,273,30,슬레이트, ,0,44133, , ,32,경량철골구조,347.4,347.4,0,19891214,0,347.4
193.64,8.37,1,48.9,10300, , ,0314,0,20171118, ,0,0, ,0,"근린생활시설, 단독주택",스라브,시멘트벽돌조,1,0, ,2,6.8,0,0,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-40702,10302,28.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 28,0,0,0,0,396,0,충청남도 천안시 서북구 백석동 314번지,19900920, , , , , ,1,일반,2,일반건축물,0,274,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,276.31,276.31,0,19910424,69.78,276.31
158,0,0,19.9,10300,대상이엔지, ,0318,0,20210128, ,0,0, ,0,제1종근린생활시설,기타지붕(샌드위치판넬),일반철골조,0,0, ,1,7,0,0,0,0,0,0,0, ,0005, ,0,주건축물,03000,제1종근린생활시설,44133-67771,10302,32.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 32,0,0,0,0,794,0,충청남도 천안시 서북구 백석동 318-5번지,20011027, , , , , ,1,일반,2,일반건축물,0,275,90,기타지붕, ,0,44133, ,20011127,31,일반철골구조,158,158,0,20020321,19.9,158
396.43,0,0,49.93,10300, , ,0324,0,20190119, ,0,0, ,0,제2종근린생활시설,기타지붕(패널),일반철골구조,0,0, ,2,10.1,0,0,0,0,0,0,0, ,0000, ,0,주건축물,04000,제2종근린생활시설,44133-100295495,10302,51.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 51,80.5,7,0,0,794,0,충청남도 천안시 서북구 백석동 324번지,20150617,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,0,276,90,기타지붕, ,0,44133, ,20150713,31,일반철골구조,768.86,768.86,0,20151127,96.83,768.86
319.53,0,0,54.71,10300, , ,0325,0,20190530, ,0,0, ,0,"제1,2종근린생활시설",(철근)콘크리트,철근콘크리트구조,0,0, ,4,17.1,0,0,0,0,0,0,0, ,0000, ,0,주건축물,04000,제2종근린생활시설,44133-100246239,10302,55.0,441333015009,0.0,0, 충청남도 천안시 서북구 백석로 55,92,8,0,0,584,0,충청남도 천안시 서북구 백석동 325번지,20120508,1101,신축허가,5660007,도시건축과,2012,1,일반,2,일반건축물,1,277,10,(철근)콘크리트, ,1,44133, ,20120919,21,철근콘크리트구조,1146.16,1146.16,0,20130308,196.26,1146.16
