archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
81.5,0,0,0,10300, , ,0555,0,20171118,F동,0,0, ,0,공장,기타지붕(철판),철골구조,0,0, ,1,0,0,0,0,0,0,0,0, ,0007, ,0,주건축물,17000,공장,44133-20941,10301,7.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 7,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-7번지, ,1202,증축신고, , ,2003,1,일반,2,일반건축물,0,451,90,기타지붕, , ,44133, , ,31,일반철골구조,81.5,81.5,0,20040417,0,81.5
1098.03,0,0,0,10300, , ,0555,0,20190530,F동,0,0, ,0,공장,"(철근)콘크리트,샌드위치판넬","일반철골구조,경량철골조",0,0, ,6,26.6,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14805,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20060809,1102,증축허가, , ,2007,2,집합,3,표제부,1,452,10,(철근)콘크리트, ,1,44133, ,20060817,31,일반철골구조,5798.83,5798.83,0,20061212,0,5798.83
888.92,0,0,0,10300, , ,0555,0,20200427,기숙사동,0,0, ,0,공장,콘크리트,철근콘크리트조,0,0, ,4,13.8,66,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14808,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,87,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20021022, , , , , ,2,집합,3,표제부,0,453,10,(철근)콘크리트, ,0,44133, ,20021112,21,철근콘크리트구조,3063.11,3063.11,0,20030730,0,3063.11
15.55,0,0,0,10300, , ,0555,0,20200427,L동,0,0, ,0,공장,기타지붕(글라스울패널),경량철골조,0,0, ,1,3.3,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-100244434, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20120210,1102,증축허가,4490244,건축과,2012,2,집합,3,표제부,0,454,90,기타지붕, ,0,44133, ,20120221,32,경량철골구조,15.55,15.55,0,20130103,0,15.55
8.64,0,0,0,10300, , ,0555,0,20200427,K동,0,0, ,0,공장,샌드위치판넬,경량철골구조,0,0, ,1,2.7,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-100228510,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,1046.5,91,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20110923,1202,증축신고,5660007,도시건축과,2011,2,집합,3,표제부,0,455,90,기타지붕, ,0,44133, , ,32,경량철골구조,8.64,8.64,0,20111024,0,8.64
6.75,0,0,0,10300, , ,0555,0,20200427,G동,0,0, ,0,공장,판넬,경량철골구조,0,0, ,1,2.6,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14803,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20070326,1102,증축허가, , ,2007,2,집합,3,표제부,0,456,90,기타지붕, ,0,44133, ,20070404,32,경량철골구조,6.75,6.75,0,20070621,0,6.75
506.8,0,0,0,10300, , ,0555,0,20200427,J동,0,0, ,0,공장,샌드위치판넬,철근콘크리트조,0,0, ,1,9.1,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-100222396,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,1046.5,91,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20101125,1102,증축허가,4490244,건축과,2010,2,집합,3,표제부,0,457,90,기타지붕, ,0,44133, ,20101130,31,일반철골구조,804.93,804.93,1,20110405,0,506.8
23.19,0,0,0,10300, , ,0555,0,20200427,M동,0,0, ,0,공장,"기타지붕(칼라골강판,샌드위치판넬)",경량철골구조,0,0, ,1,3.1,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-100247460, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20130201,1102,증축허가,4490244,건축과,2013,2,집합,3,표제부,0,458,90,기타지붕, ,0,44133, ,20130208,32,경량철골구조,23.19,23.19,0,20130410,0,23.19
924.81,0,0,0,10300, , ,0555,0,20200427,사무동,1,0, ,0,"공장,사무동","(철근)콘크리트,평스라브",일반철골구조,0,0, ,5,21.4,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14806,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20040702,1102,증축허가, , ,2004,2,집합,3,표제부,0,459,10,(철근)콘크리트, ,0,44133, ,20040713,31,일반철골구조,3996.33,3996.33,0,20041214,0,3996.33
78,0,0,0,10300, , ,0555,0,20200427,B동(폐기물처리장),0,0, ,0,공장,판넬,경량철골구조,0,0, ,1,8.2,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14804,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20070326,1102,증축허가, , ,2007,2,집합,3,표제부,0,460,90,기타지붕, ,0,44133, ,20070404,32,경량철골구조,78,78,0,20070621,0,78
19.13,0,0,0,10300, , ,0555,0,20200427,H동(N2창고),0,0, ,0,공장,판넬,경량철골구조,0,0, ,1,4.2,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14802,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20070326,1102,증축허가, , ,2007,2,집합,3,표제부,0,461,90,기타지붕, ,0,44133, ,20070404,32,경량철골구조,19.13,19.13,0,20070621,0,19.13
153.51,0,0,0,10300, , ,0555,0,20210726,경비동,0,0, ,0,공장,기타지붕(샌드위치판넬),"철근콘크리트구조,일반철골조",0,0, ,2,0,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14807,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20001101, , , , , ,2,집합,3,표제부,0,462,90,기타지붕, ,0,44133, ,20010917,31,일반철골구조,267.64,267.64,0,20021012,0,267.64
8733.17,0,0,0,10300, , ,0555,0,20221011,공장동,0,0, ,0,공장,"(철근)콘크리트,샌드위치판넬","일반철골구조,철근콘크리트조,경량철골조",0,0, ,5,29.4,0,0,0,0,0,0,0, ,0009, ,0,주건축물,17000,공장,44133-14809,10301,16.0,441333250020,0.0,0, 충청남도 천안시 서북구 백석공단7로 16,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-9번지,20001101,1102,증축허가, , ,2007,2,집합,3,표제부,0,463,10,(철근)콘크리트, ,1,44133, ,20010917,31,일반철골구조,36496.34,36496.34,2,20021012,0,27469.25
291.42,0,0,0,10300, , ,0555,2,20171205, ,0,0, ,0,공장,스라브,일반철골구조,0,0, ,4,13.4,0,0,0,0,0,0,0, ,0011, ,0,주건축물,17000,공장,44133-18036,10301,33.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-11번지,20050706, , , , , ,1,일반,2,일반건축물,0,464,90,기타지붕, , ,44133, ,20050718,31,일반철골구조,931.31,931.31,1,20060809,0,884.23
18.48,0,0,0,10300, , ,0555,2,20171205,공장(경비실),0,0, ,0,공장(경비실),스라브,시멘트벽돌구조,0,0, ,0,0,0,0,0,0,0,0,0, ,0011, ,1,부속건축물,17000,공장,44133-18037,10301,33.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-11번지, , , , , , ,1,일반,2,일반건축물,0,465,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,17.64,17.64,0,20050520,0,17.64
8815.03,17.64,1,0,10300, , ,0555,2,20171205, ,0,0, ,0,공장,스라브,"철근콘크리트조, 경량철골조, 시멘트벽돌조, 철골조",0,0, ,3,15.8,0,0,0,0,0,0,0, ,0011, ,0,주건축물,17000,공장,44133-18038,10301,33.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-11번지,19890112, , , , , ,1,일반,2,일반건축물,0,466,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,11017.82,11000.18,1,19910213,0,10783.22
296.4,0,0,0,10300, , ,0555,2,20220810,C동,0,0, ,0,공장시설,"스라브, 철판","철근콘크리트조, 철골조",0,0, ,1,6.1,0,0,0,0,0,0,0, ,0011, ,0,주건축물,17000,공장,44133-18039,10301,33.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-11번지, , , , , , ,1,일반,2,일반건축물,0,467,10,(철근)콘크리트, ,0,44133, , ,31,일반철골구조,444.9,444.9,1,19910213,0,296.4
1066.71,0,0,0,10300, , ,0555,0,20180720, ,0,0, ,0,"공장, 사무실, 식당","철판, 스라브, 스레이트","경량철골조, 철근콘크리트조",0,0, ,2,0,0,0,0,0,0,0,0, ,0013, ,0,주건축물,17000,공장,44133-67148,10301,71.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 71,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-13번지,19890610, , , , , ,1,일반,2,일반건축물,0,468,90,기타지붕, ,0,44133, , ,32,경량철골구조,1360.33,1360.33,1,19900808,0,1229.02
1138.3,24.57,1,0,10300,제이엘켐주식회사, ,0555,0,20220819, ,0,0, ,0,"공장, 사무실","스라브, 철판","철근콘크리트조, 철골조",0,0, ,2,0,0,0,0,0,0,0,0, ,0014, ,0,주건축물,17000,공장,44133-42382,10301,47.0,441334550213,0.0,0, 충청남도 천안시 서북구 백석공단6길 47,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-14번지,19890622, , , , , ,1,일반,2,일반건축물,0,469,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,1817.2,1817.2,1,19900110,0,1717.75
2518.66,0,0,35.06,10300, , ,0555,0,20220819, ,0,0, ,0,공장,"스라브, 골기와, 스레이트, 아연도금강판, 천막","철근콘크리트조, 경량철골조, 시멘트벽돌조, 시멘트블럭조, 연와조, 철골조, 파이프조",0,0, ,2,0,0,0,0,0,0,0,0, ,0015, ,0,주건축물,17000,공장,44133-25444,10301,66.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 66,207,8,0,0,7183,0,충청남도 천안시 서북구 백석동 555-15번지,19890614, , , , , ,1,일반,2,일반건축물,0,470,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,3897.7,3897.7,1,19900510,50.36,3617.7
1134.62,0,0,50.27,10300, , ,0555,0,20220803,1동,0,0, ,0,공장,"스라브, 스레이트, 철판, (철근)콘크리트","철근콘크리트조, 경량철골조, 일반철골조",0,0, ,2,7.8,0,0,0,0,0,0,0, ,0016, ,0,주건축물,17000,공장,44133-44988,10301,60.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 60,84,7,0,0,2257,0,충청남도 천안시 서북구 백석동 555-16번지,19890605, , , , , ,1,일반,2,일반건축물,0,471,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,1496.3,1496.3,1,19891113,61.83,1395.5
20.74,0,0,0,10300, , ,0555,0,20211210,부속1동,0,0, ,0,공장,(철근)콘크리트,철근콘크리트구조,0,0, ,1,4.6,0,0,0,0,0,0,0, ,0017, ,1,부속건축물,17000,공장,44133-100441796,10301,50.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-17번지,20201021,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,472,10,(철근)콘크리트, ,0,44133, ,20201208,21,철근콘크리트구조,20.74,20.74,0,20211203,0,20.74
456.46,0,0,0,10300, , ,0555,0,20220322,3동,0,0, ,0,위험물저장및처리시설,(철근)콘크리트,일반철골구조,0,0, ,1,14.3,0,0,0,0,0,0,0, ,0017, ,0,주건축물,19000,위험물저장및처리시설,44133-100441794,10301,50.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-17번지,20201021,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,473,10,(철근)콘크리트, ,0,44133, ,20201208,31,일반철골구조,456.46,456.46,0,20211203,0,456.46
604.45,0,0,0,10300, , ,0555,0,20220322,2동,0,0, ,0,공장,기타지붕(철골),철근콘크리트구조,0,0, ,3,17.3,0,0,0,0,0,0,0, ,0017, ,0,주건축물,17000,공장,44133-100441795,10301,50.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-17번지,20201021,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,474,90,기타지붕, ,0,44133, ,20201208,21,철근콘크리트구조,1787.83,1787.83,0,20211203,0,1787.83
2137.54,0,0,0,10300, , ,0555,0,20220322,1동,0,0, ,0,공장,스라브,"철근콘크리트조, 철골조",0,0, ,1,0,0,0,0,0,0,0,0, ,0017, ,0,주건축물,17000,공장,44133-27996,10301,50.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-17번지,19890531, , , , , ,1,일반,2,일반건축물,0,475,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,2137.54,2137.54,0,19910911,0,2137.54
336,0,0,0,10300, , ,0555,0,20190222,F동,0,0, ,0,공장,(철근)콘크리트,철근콘크리트구조,0,0, ,2,0,0,0,0,0,0,0,0, ,0019, ,0,주건축물,17000,공장,44133-100376963,10301,46.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 46,23,2,0,0,0,0,충청남도 천안시 서북구 백석동 555-19번지,19890314, , , , , ,1,일반,2,일반건축물,0,476,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,672,672,0,19890925,0,672
18.65,0,0,0,10300, , ,0555,0,20190222,C동,0,0, ,0,공장,판넬,경량철골구조,0,0, ,1,0,0,0,0,0,0,0,0, ,0019, ,0,주건축물,17000,공장,44133-100384298,10301,46.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 46,23,2,0,0,0,0,충청남도 천안시 서북구 백석동 555-19번지,19890314, , , , , ,1,일반,2,일반건축물,0,477,90,기타지붕, ,0,44133, , ,21,철근콘크리트구조,18.65,18.65,0,19890925,0,18.65
199.4,0,0,0,10300, , ,0555,0,20171118,2동,0,0, ,0,공장,스라브,철근콘크리트조,0,0, ,2,0,0,0,0,0,0,0,0, ,0020, ,0,주건축물,17000,공장,44133-7190,10301,55.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 55,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-20번지, , , , , , ,1,일반,2,일반건축물,0,478,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,598.2,598.2,1,19890224,0,398.8
1717.04,0,0,0,10300, , ,0555,0,20171118,5동,0,0, ,0,공장,철판,철골조,0,0, ,1,8.5,0,0,0,0,0,0,0, ,0020, ,0,주건축물,17000,공장,44133-7188,10301,55.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 55,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-20번지,19991215, , , , , ,1,일반,2,일반건축물,0,479,90,기타지붕, , ,44133, ,20000126,31,일반철골구조,1717.04,1717.04,0,20000607,0,1717.04
19.76,0,0,0,10300, , ,0555,0,20171118,4동,0,0, ,0,공장,스라브,조적조,0,0, ,1,0,0,0,0,0,0,0,0, ,0020, ,0,주건축물,17000,공장,44133-7187,10301,55.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 55,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-20번지, , , , , , ,1,일반,2,일반건축물,0,480,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,19.76,19.76,0,19890224,0,19.76
86.49,0,0,0,10300, , ,0555,0,20171118,3동,0,0, ,0,공장,스라브,철근콘크리트조,0,0, ,1,0,0,0,0,0,0,0,0, ,0020, ,0,주건축물,17000,공장,44133-7189,10301,55.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 55,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-20번지, , , , , , ,1,일반,2,일반건축물,0,481,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,172.98,172.98,0,19970331,0,172.98
1984.21,0,0,0,10300, , ,0555,0,20171118,1동,0,0, ,0,공장,철판,철골조,0,0, ,1,0,0,0,0,0,0,0,0, ,0020, ,0,주건축물,17000,공장,44133-7191,10301,55.0,441334550210,0.0,0, 충청남도 천안시 서북구 백석공단3길 55,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-20번지, , , , , , ,1,일반,2,일반건축물,0,482,90,기타지붕, , ,44133, , ,31,일반철골구조,1984.21,1984.21,0,19890224,0,1984.21
47.5,0,0,0,10300, , ,0555,0,20200427,5동,0,0, ,0,일반공장,패널,경량철골구조,0,0, ,1,4.5,0,0,0,0,0,0,0, ,0021, ,0,주건축물,17000,공장,44133-100183906,10301,21.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 21,303.5,26,0,0,0,0,충청남도 천안시 서북구 백석동 555-21번지,20041108,1102,증축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,483,90,기타지붕, ,0,44133, ,20080318,32,경량철골구조,47.5,47.5,0,20081020,0,47.5
1824.27,0,0,0,10300, , ,0555,0,20200427,1동,0,0, ,0,일반공장,"스라브,패널","철근콘크리트조,연와조,일반철골구조.경량철골구조",0,0, ,2,10.4,0,0,0,0,0,0,0, ,0021, ,0,주건축물,17000,공장,44133-100183905,10301,21.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 21,303.5,26,0,0,0,0,충청남도 천안시 서북구 백석동 555-21번지,20041108,1102,증축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,484,10,(철근)콘크리트, ,0,44133, ,20080318,31,일반철골구조,2744.22,2744.22,1,20081020,0,2191.02
61.96,0,0,0,10300, , ,0555,0,20200427,6동,0,0, ,0,일반공장,패널,경량철골구조,0,0, ,2,7.1,0,0,0,0,0,0,0, ,0021, ,0,주건축물,17000,공장,44133-100183907,10301,21.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 21,303.5,26,0,0,0,0,충청남도 천안시 서북구 백석동 555-21번지,20041108,1102,증축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,485,90,기타지붕, ,0,44133, ,20080318,32,경량철골구조,121.96,121.96,0,20081020,0,121.96
2466.21,0,0,0,10300, , ,0555,0,20210629,"2동,3동,4동",0,0, ,0,공장,"스라브, 아연도골강판, 패널","철근콘크리트조, 경량철골조,일반철골구조",0,0, ,1,4.02,0,0,0,0,0,0,0, ,0021, ,0,주건축물,17000,공장,44133-48220,10301,21.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 21,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-21번지,19890605, , , , , ,1,일반,2,일반건축물,0,486,10,(철근)콘크리트, ,0,44133, , ,32,경량철골구조,2513.73,2513.73,1,19891218,0,2466.21
319.16,0,0,0,10300, , ,0555,0,20171118,7동,0,0, ,0,공장,(철근)콘크리트,일반철골구조,0,0, ,2,9.2,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17083,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,20040723,1102,증축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,487,10,(철근)콘크리트, , ,44133, ,20040726,31,일반철골구조,638.32,638.32,0,20040923,0,638.32
15.84,0,0,0,10300, , ,0555,0,20220428,5동,0,0, ,0,공장,스라브,시멘트벽돌조,0,0, ,1,0,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17084,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,19890601, , , , , ,1,일반,2,일반건축물,0,488,10,(철근)콘크리트, ,0,44133, , ,11,벽돌구조,15.84,15.84,0,19900112,0,15.84
43.22,0,0,0,10300, , ,0555,0,20220428,4동,0,0, ,0,공장,스라브,철근콘크리트조,0,0, ,1,0,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17085,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,19890601, , , , , ,1,일반,2,일반건축물,0,489,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,43.22,43.22,0,19900112,0,43.22
210,0,0,0,10300, , ,0555,0,20220428,3동,0,0, ,0,공장,철판,철골조,0,0, ,1,0,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17086,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,19890601, , , , , ,1,일반,2,일반건축물,0,490,90,기타지붕, ,0,44133, , ,31,일반철골구조,210,210,0,19900112,0,210
270.68,0,0,0,10300, , ,0555,0,20220428,2동,0,0, ,0,공장,"스라브, 철판","철근콘크리트조, 경량철골조, 일반철골구조",0,0, ,2,8.9,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17087,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,19890601, , , , , ,1,일반,2,일반건축물,0,491,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,774.61,774.61,1,19900112,0,774.61
978,0,0,0,10300, , ,0555,0,20220810,1동,0,0, ,0,공장,철판,경량철골조,0,0, ,2,0,0,0,0,0,0,0,0, ,0023, ,0,주건축물,17000,공장,44133-17088,10301,15.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 15,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-23번지,19890601, , , , , ,1,일반,2,일반건축물,0,492,90,기타지붕, ,0,44133, , ,32,경량철골구조,1938,1938,1,19900112,0,1938
443.18,0,0,0,10300, , ,0555,0,20210730,2동,0,0, ,0,공장,(철근)콘크리트,일반철골구조,0,0, ,3,17.3,0,0,0,0,0,0,0, ,0024, ,0,주건축물,17000,공장,44133-100428495,10301,11.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 11,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-24번지,20200319,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,1,493,10,(철근)콘크리트,Ⅶ-0.199g,1,44133, ,20201005,31,일반철골구조,1261.92,1261.92,0,20210324,0,1261.92
1217.47,0,0,0,10300, , ,0555,0,20220803,1동,0,0, ,0,공장,스라브,철근콘크리트조,0,0, ,3,12.9,0,0,0,0,0,0,0, ,0024, ,0,주건축물,17000,공장,44133-17487,10301,11.0,441334550211,0.0,0, 충청남도 천안시 서북구 백석공단4길 11,92,8,0,0,0,0,충청남도 천안시 서북구 백석동 555-24번지,19881102, , , , , ,1,일반,2,일반건축물,0,494,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,3908.27,3908.27,0,19891121,0,3449.27
24.57,0,0,0,10300, , ,0555,0,20171118,다동,0,0, ,0,수위실,스라브,시멘트벽돌조,0,0, ,1,0,0,0,0,0,0,0,0, ,0025, ,1,부속건축물,17000,공장,44133-21446,10301,46.0,441333250019,0.0,0, 충청남도 천안시 서북구 백석공단1로 46,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-25번지,19890516, , , , , ,1,일반,2,일반건축물,0,495,10,(철근)콘크리트, , ,44133, , ,11,벽돌구조,24.57,24.57,0,19900124,0,24.57
201.13,0,0,0,10300, , ,0555,0,20171118,나동,0,0, ,0,"공장,사무실,기숙사, 창고, 식당,보일러실","스레이트, 판넬","철근콘크리트조,경량철골조",0,0, ,2,0,0,0,0,0,0,0,0, ,0025, ,0,주건축물,17000,공장,44133-21447,10301,46.0,441333250019,0.0,0, 충청남도 천안시 서북구 백석공단1로 46,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-25번지,19890516, , , , , ,1,일반,2,일반건축물,0,496,10,(철근)콘크리트, , ,44133, , ,21,철근콘크리트구조,498.13,498.13,1,19900124,0,394.63
897.68,24.57,1,0,10300, , ,0555,0,20220803,가동,0,0, ,0,"공장, 창고","스레이트, 판넬","철근콘크리트조,철골조",0,0, ,1,6.88,0,0,0,0,0,0,0, ,0025, ,0,주건축물,17000,공장,44133-21448,10301,46.0,441333250019,0.0,0, 충청남도 천안시 서북구 백석공단1로 46,80.5,7,0,0,0,0,충청남도 천안시 서북구 백석동 555-25번지,19890516, , , , , ,1,일반,2,일반건축물,0,497,30,슬레이트, ,0,44133, , ,21,철근콘크리트구조,897.68,873.11,0,19900124,0,897.68
20.25,0,0,0,10300, , ,0555,0,20220518,F동,0,0, ,0,공장,기타지붕(판넬),경량철골조,0,0, ,1,3.6,0,0,0,0,0,0,0, ,0026, ,0,주건축물,17000,공장,44133-100250822,10301,50.0,441333250019,0.0,0, 충청남도 천안시 서북구 백석공단1로 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 555-26번지,20090305,1202,증축신고,5660007,도시건축과,2009,1,일반,2,일반건축물,0,498,90,기타지붕, ,0,44133, ,20090608,32,경량철골구조,20.25,20.25,0,20130611,0,20.25
2315.14,24.57,1,48.77,10300, , ,0555,0,20220518,"A,B,C,D동",0,0, ,0,공장,"스라브, 철판","철근콘크리트조, 경량철골조, 철골조",0,0, ,2,0,0,0,0,0,0,0,0, ,0026, ,0,주건축물,17000,공장,44133-34882,10301,50.0,441333250019,0.0,0, 충청남도 천안시 서북구 백석공단1로 50,184,16,0,0,4747,0,충청남도 천안시 서북구 백석동 555-26번지,19900122, , , , , ,1,일반,2,일반건축물,0,499,10,(철근)콘크리트, ,0,44133, , ,32,경량철골구조,3327.34,3327.34,1,19890601,68.31,3242.86
