,as1,as2,as3,as4,bjdCode,kaptCode,kaptName
2006,경상북도,경산시,사동,4729012600,A71275703,경산초원파크,
2007,서울특별시,은평구,진관동,1138011400,A41279915,은평뉴타운우물골8단지,
2008,부산광역시,연제구,연산동,2647010200,A61182006,연산삼익아파트,
2009,서울특별시,동작구,흑석동,1159010500,A15679109,흑석한강센트레빌2차,
2010,충청북도,충주시,용관동,4313011200,A38020001,더푸른리버뷰아파트,
2011,부산광역시,사상구,학장동,2653010700,A61777105,학장벽산아파트,
2012,인천광역시,서구,불로동,2826012100,A40427008,퀸스타운길훈아파트,
2013,광주광역시,광산구,소촌동,2920010800,A50680201,대화아파트,
2014,경상북도,경주시,안강읍,산대리,4713025332,A78080506,한동그린타운
2015,경기도,이천시,증포동,4150010900,A46780202,대우3차,
2016,강원도,동해시,이도동,4217011800,A24029003,이도2주공,
2017,경기도,부천시,중동,4119010800,A42085613,중동복사골건영1차,
2018,광주광역시,서구,쌍촌동,2914011800,A50282103,빛고을파크2단지,
2019,충청남도,아산시,배방읍,장재리,4420025331,A33672920,용연마을3단지
2020,경기도,파주시,금촌동,4148010100,A41301012,풍림아이원,
2021,서울특별시,강동구,둔촌동,1174010600,A13470503,둔촌푸르지오,
2022,서울특별시,종로구,창신동,1111017400,A11054301,창신쌍용1단지,
2023,광주광역시,광산구,산정동,2920012700,A50605304,하남부영애시앙2차,
2024,경상북도,김천시,황금동,4715010700,A74076302,한신아파트,
2025,부산광역시,해운대구,우동,2635010500,A61274707,삼호가든아파트,
2026,전라북도,군산시,삼학동,4513011100,A57331001,삼학주공아파트,
2027,경기도,김포시,고촌읍,신곡리,4157025324,A41581210,수기마을 힐스테이트 2단지
2028,부산광역시,남구,대연동,2629010600,A60877710,삼익그린타운,
2029,경상남도,밀양시,교동,4827010300,A62712002,춘복타워맨션,
2030,대전광역시,동구,천동,3011010400,A30004002,천동휴먼시아1단지,
2031,경상북도,구미시,옥계동,4719012800,A73038007,옥계e-편한세상,
2032,충청남도,보령시,명천동,4418010500,A35594004,보령명천주공4차,
2033,광주광역시,광산구,송정동,2920010100,A50601007,송정라인1차아파트,
2034,강원도,춘천시,퇴계동,4211012300,A20017008,중앙하이츠빌1단지아파트,
2035,강원도,강릉시,포남동,4215011100,A21093902,포남2주공아파트,
2036,충청북도,청주청원구,내수읍,도원리,4311425025,A36393305,우창진주2차아파트
2037,경상북도,예천군,예천읍,청복리,4790025032,A75780701,예천세아101
2038,부산광역시,금정구,장전동,2641010800,A60939003,벽산블루밍장전디자인시티,
2039,대구광역시,달성군,화원읍,천내리,2771025021,A71183013,화원역태왕리더스
2040,충청남도,홍성군,홍성읍,오관리,4480025021,A35080711,홍성 향촌현대아파트
2041,충청남도,예산군,예산읍,신례원리,4481025030,A34080502,덕성 아름채 아파트
2042,대구광역시,달성군,화원읍,명곡리,2771025025,A71183222,명곡미래빌1단지
2043,서울특별시,마포구,신수동,1144011100,A12185602,신수세양청마루,
2044,서울특별시,광진구,자양동,1121510500,A14319201,현대강변,
2045,경상북도,경주시,용강동,4713012500,A78094908,우주용강타운,
2046,서울특별시,동대문구,제기동,1123010300,A13086101,제기안암골벽산,
2047,대전광역시,대덕구,오정동,3023010100,A30681901,한남,
2048,강원도,강릉시,송정동,4215011400,A21014002,삼우은성아파트,
2049,서울특별시,동대문구,답십리동,1123010500,A13003201,답십리두산,
2050,경기도,의왕시,포일동,4143010900,A43774505,포일숲속마을1단지,
2051,인천광역시,계양구,효성동,2824510100,A40771810,효성하나아파트,
2052,인천광역시,서구,가좌동,2826011200,A40480704,가좌현대아파트,
2053,서울특별시,강남구,삼성동,1168010500,A13509001,삼성현대,
2054,경기도,안산단원구,신길동,4127310300,A42583805,신길휴먼시아2단지,
2055,부산광역시,해운대구,재송동,2635010400,A61277913,79재송시영,
2056,경상북도,고령군,다산면,상곡리,4783034034,A71787102,고령다산주공2단지
2057,서울특별시,은평구,신사동,1138010900,A12208203,신사신성,
2058,강원도,강릉시,입암동,4215012500,A21093701,대인3차아파트,
2059,경기도,남양주시,진접읍,금곡리,4136025328,A47294813,해밀마을신안인스빌
2060,인천광역시,연수구,동춘동,2818510500,A40670304,동춘 무지개마을아파트,
2061,서울특별시,노원구,공릉동,1135010300,A13994501,공릉현대성우,
2062,경기도,용인기흥구,중동,4146311600,A44672417,참솔마을월드메르디앙,
2063,대구광역시,동구,율하동,2714011800,A70122005,율하휴먼시아5단지,
2064,강원도,양양군,양양읍,월리,4283025028,A21580102,명지푸르미아파트
2065,인천광역시,강화군,강화읍,갑곳리,2871025025,A41780102,강화현대아파트
2066,인천광역시,부평구,청천동,2823710400,A40385808,청천쌍용,
2067,인천광역시,서구,마전동,2826011300,A40426017,검단1차피오레,
2068,경기도,고양덕양구,고양동,4128111600,A41251001,푸른마을2단지동익미라벨,
2069,울산광역시,북구,신천동,3120010500,A68343009,극동스타클래스아파트,
2070,인천광역시,부평구,갈산동,2823710600,A40308001,갈산대성유니드,
2071,서울특별시,영등포구,문래동6가,1156012400,A15009607,문래현대2차,
2072,경기도,고양덕양구,화정동,4128112300,A41282702,옥빛마을12단지,
2073,서울특별시,광진구,자양동,1121510500,A14319204,자양현대3차,
2074,전라북도,전주완산구,평화동1가,4511113200,A56077801,평화코오롱아파트,
2075,부산광역시,북구,화명동,2632010200,A61673302,삼한힐파크아파트,
2076,충청남도,당진시,채운동,4427010200,A34380006,당진채운코아루1차,
2077,경기도,남양주시,별내동,4136011100,A47274208,별내한화꿈에그린더스타,
2078,경기도,고양덕양구,신원동,4128110300,A41207005,삼송힐스테이트,
2079,충청북도,청주흥덕구,강서동,4311311700,A36138003,강서대림아파트,
2080,인천광역시,연수구,동춘동,2818510500,A40675601,해송마을동남아파트,
2081,인천광역시,미추홀구,학익동,2817710300,A40277908,"학익 신동아 1,2차 아파트",
2082,경기도,안산상록구,사동,4127110300,A42689402,푸른마을주공4단지,
2083,부산광역시,해운대구,반여동,2635010300,A61206101,송보자유아파트,
2084,강원도,속초시,조양동,4221010800,A21775210,속초청대주공,
2085,경상남도,통영시,광도면,안정리,4822034027,A65082106,현대성우오스타1단지
2086,경기도,부천시,소사본동,4119011000,A42270610,소사SK-VIEW,
2087,부산광역시,부산진구,연지동,2623010600,A61486005,연지자이1차아파트,
2088,서울특별시,금천구,독산동,1154510200,A15383601,독산진도2차,
2089,울산광역시,남구,달동,3114010500,A68080308,달동SK VIEW 아파트,
2090,부산광역시,사상구,엄궁동,2653010800,A61776811,엄궁코오롱아파트,
2091,인천광역시,부평구,삼산동,2823710500,A40309012,삼산신성미소지움,
2092,경상남도,밀양시,가곡동,4827010800,A62775204,밀양가곡1,
2093,부산광역시,금정구,구서동,2641010700,A60975902,부영벽산아파트,
2094,경기도,시흥시,능곡동,4139011800,A42924016,능곡힐스테이트아파트,
2095,부산광역시,기장군,기장읍,교리,2671025022,A61970415,부산기장교리
2096,경기도,용인기흥구,영덕동,4146311100,A44678702,흥덕우미린레이크포레,
2097,부산광역시,사하구,당리동,2638010200,A60471808,당리신익아파트,
2098,경기도,수원영통구,영통동,4111710500,A44347012,영통삼성태영아파트,
2099,경기도,의정부시,호원동,4115010200,A48002024,호원신원,
2100,경상남도,창원마산합포구,해운동,4812515800,A63187204,대동씨코아,
2101,서울특별시,양천구,신월동,1147010300,A15883803,신월대림,
2102,경기도,구리시,인창동,4131010300,A47101007,인창1차동문굿모닝힐,
2103,경상북도,칠곡군,석적읍,중리,4785025622,A71883304,칠곡중리금호어울림 아파트
2104,충청남도,예산군,예산읍,산성리,4481025025,A34080305,예산서오2차
2105,경기도,양주시,백석읍,복지리,4163025023,A48283103,백석가야3차
2106,경기도,성남분당구,분당동,4113510100,A46390707,분당장안타운건영2차,
2107,충청남도,서산시,동문동,4421010200,A35680003,동문주공1단지,
2108,서울특별시,마포구,도화동,1144010400,A12181406,도화현대1차아파트,
2109,전라북도,군산시,소룡동,4513014600,A57388105,소룡동 성원상떼빌,
2110,경기도,안양만안구,안양동,4117110100,A43075306,안양주공뜨란채,
2111,인천광역시,미추홀구,용현동,2817710200,A40202205,용현 유원 아파트,
2112,경상북도,경주시,용강동,4713012500,A78075602,용강현진에버빌,
2113,경상남도,김해시,진영읍,여래리,4825025027,A62180603,원창시인의마을
2114,대전광역시,서구,관저동,3017011600,A30281202,신선마을,
2115,경상남도,양산시,남부동,4833010200,A62678507,양산신도시 청어람 아파트,
2116,서울특별시,서초구,우면동,1165010300,A13790004,우면대림,
2117,전라북도,완주군,봉동읍,용암리,4571025325,A56570210,현대사원
2118,부산광역시,수영구,광안동,2650010400,A61381101,상아아파트,
2119,서울특별시,마포구,상암동,1144012700,A12127003,상암월드컵파크3단지,
2120,경기도,수원영통구,매탄동,4111710100,A44337202,매탄극동,
2121,부산광역시,금정구,장전동,2641010800,A60939002,금정산sk뷰,
2122,서울특별시,강남구,도곡동,1168011800,A13527008,도곡경남,
2123,경상북도,경산시,정평동,4729011100,A71211006,경산LIG1단지,
2124,서울특별시,은평구,구산동,1138010500,A12282102,브라운스톤구산,
2125,부산광역시,사하구,장림동,2638010500,A60484001,장림현대그린아파트,
2126,인천광역시,계양구,계산동,2824510200,A40781205,계산 영남 아파트,
2127,경상남도,창원진해구,청안동,4812916200,A64576703,해인로즈빌,
2128,강원도,영월군,영월읍,하송리,4275025022,A23080003,하송4주공아파트
2129,경기도,의정부시,민락동,4115010600,A48090408,송산주공4단지,
2130,경상북도,구미시,공단동,4719011300,A73003002,지텍INC사원아파트,
2131,경상남도,김해시,율하동,4825013100,A62183163,율현마을주공13단지,
2132,전라북도,완주군,삼례읍,삼례리,4571025021,A56580201,삼례 우성
2133,전라북도,전주덕진구,송천동1가,4511312100,A56181801,송천동라이프아파트,
2134,부산광역시,연제구,연산동,2647010200,A61108002,연산동현대홈타운,
2135,경기도,안양동안구,비산동,4117310100,A43181102,"샛별한양4-2,3차",
2136,경기도,구리시,인창동,4131010300,A47172702,일신건영2차,
2137,서울특별시,금천구,시흥동,1154510300,A15386404,남서울건영아파트,
2138,서울특별시,노원구,상계동,1135010500,A13981608,상계동양메이저,
2139,서울특별시,동작구,사당동,1159010700,A15681802,사당현대아파트,
2140,경기도,안성시,공도읍,진사리,4155025031,A45671317,공도우림
2141,서울특별시,강남구,대치동,1168010600,A13528004,대치미도맨션,
2142,대구광역시,달성군,화원읍,본리리,2771025026,A71183106,청구청탑맨션
2143,충청남도,서산시,석림동,4421010700,A35603002,서산 한성필하우스아파트,
2144,서울특별시,중구,회현동2가,1114012200,A10072501,쌍용남산플래티넘,
2145,경기도,안양동안구,평촌동,4117310300,A43170702,꿈마을금호,
2146,울산광역시,중구,우정동,3111010800,A68181604,우정선경2차,
2147,경기도,고양일산동구,풍동,4128510700,A41078304,에버나인,
2148,경상남도,김해시,내동,4825010800,A62190504,현대2차,
2149,경기도,고양일산서구,탄현동,4128710300,A41184109,탄현마을10단지동문,
2150,경기도,부천시,중동,4119010800,A42085107,중동연화마을쌍용,
2151,전라북도,군산시,미장동,4513014200,A57373103,미장현대파인빌1차,
2152,대전광역시,서구,월평동,3017011300,A30275202,백합,
2153,대전광역시,서구,둔산동,3017011200,A30212011,국화우성아파트,
2154,경기도,부천시,오정동,4119011700,A42117003,오정휴먼시아2단지,
2155,경상북도,포항남구,인덕동,4711111200,A79072402,우방신세계1차아파트,
2156,경상북도,영천시,문외동,4723010500,A77003001,삼산무지개타운,
2157,서울특별시,관악구,봉천동,1162010100,A15105302,관악푸르지오아파트,
2158,경기도,김포시,마산동,4157010800,A41576914,김포한강 경남아너스빌,
2159,서울특별시,노원구,상계동,1135010500,A13920707,상계주공6단지,
2160,부산광역시,해운대구,중동,2635010600,A61284604,중동금호어울림,
2161,경기도,남양주시,와부읍,덕소리,4136025021,A47273009,덕소진도리버뷰
2162,경기도,성남분당구,정자동,4113510300,A46386705,삼성아데나루체,
2163,강원도,속초시,교동,4221010600,A21775519,삼호아파트,
2164,경기도,동두천시,생연동,4125010300,A48303009,동두천에이스2차,
2165,부산광역시,해운대구,재송동,2635010400,A61271204,더샵센텀파크1차,
2166,서울특별시,노원구,공릉동,1135010300,A13980801,공릉대동1차,
2167,서울특별시,동대문구,청량리동,1123010700,A13086704,청량리한신,
2168,전라북도,전주덕진구,인후동1가,4511310300,A56170804,전주5차부영,
2169,인천광역시,연수구,연수동,2818510300,A40611304,연수영남,
2170,경상남도,진주시,내동면,독산리,4817031021,A66081101,남강휴먼빌
2171,경기도,광명시,소하동,4121010400,A42370103,소하휴먼시아2단지,
2172,경기도,수원권선구,권선동,4111313700,A44173912,수원아이파크시티2단지,
2173,대전광역시,중구,태평동,3014011400,A30177502,삼부아파트3단지,
2174,경기도,양주시,광적면,광석리,4163033022,A48284102,희망아파트
2175,울산광역시,남구,야음동,3114010800,A68084214,신선아파트,
2176,경상북도,경주시,용강동,4713012500,A78075601,대신2차아파트,
2177,광주광역시,동구,소태동,2911011900,A50182801,대아아파트,
2178,경기도,안산단원구,신길동,4127310300,A42577406,안산아이파크,
2179,경기도,부천시,역곡동,4119010700,A42083401,역곡일두,
2180,인천광역시,계양구,계산동,2824510200,A40780009,계산 태평 아파트,
2181,충청남도,천안서북구,와촌동,4413310100,A33172401,신동아파밀리에,
2182,경상북도,구미시,오태동,4719011800,A73014003,대원가든타운1차,
2183,부산광역시,사상구,모라동,2653010200,A61772809,학산그린타운,
2184,부산광역시,부산진구,부암동,2623010800,A61479403,백양산쌍용스윗닷홈아파트,
2185,대구광역시,중구,남산동,2711015600,A70044003,청라센트럴파크,
2186,대구광역시,동구,방촌동,2714011100,A70180404,방촌현대맨션,
2187,전라남도,여수시,여서동,4613011900,A55077808,여수부영7차아파트,
2188,경상북도,구미시,공단동,4719011300,A73003001,미광행복아파트,
2189,인천광역시,연수구,옥련동,2818510100,A40671808,옥련우성아파트,
2190,경기도,수원권선구,구운동,4111313200,A44173303,구운일월청구,
2191,대구광역시,동구,율하동,2714011800,A70183702,율하휴먼시아7단지,
2192,인천광역시,서구,마전동,2826011300,A40426013,검단힐스테이트,
2193,서울특별시,은평구,수색동,1138010100,A12287203,수색대림한숲타운제2,
2194,전라남도,무안군,무안읍,교촌리,4684025024,A53480002,금광브니엘아파트
2195,경기도,화성시,향남읍,행정리,4159025939,A44592006,향남신명스카이뷰
2196,충청북도,충주시,연수동,4313011800,A38078102,연수휴먼시아7단지임대,
2197,제주특별자치도,제주시,애월읍,하귀1리,5011025340,A69590103,하귀휴먼시아2단지
2198,부산광역시,부산진구,개금동,2623011100,A61411303,개금성도,
2199,대구광역시,수성구,범물동,2726011300,A70691403,범물삼주타운,
2200,경기도,오산시,원동,4137010300,A44774515,원동힐스테이트,
2201,대구광역시,북구,복현동,2723011200,A70276213,복현대백,
2202,전라남도,목포시,옥암동,4611016400,A53083112,우미오션빌,
2203,충청북도,제천시,장락동,4315011600,A39089404,장락e-편한세상아파트,
2204,대구광역시,동구,방촌동,2714011100,A70180406,우방강촌2차아파트,
2205,대구광역시,동구,각산동,2714012300,A70129003,각산푸르지오1단지,
2206,광주광역시,북구,동림동,2917010800,A50076316,광주동림2,
2207,경기도,안양만안구,안양동,4117110100,A43083401,냉천마을현대아파트,
2208,경기도,화성시,봉담읍,수영리,4159025323,A44589616,봉담비바패밀리1단지
2209,경기도,용인기흥구,마북동,4146311300,A44677101,마북e편한세상,
2210,인천광역시,연수구,옥련동,2818510100,A40678903,옥련현대2차,
2211,인천광역시,미추홀구,관교동,2817710600,A40271507,관교 쌍용 아파트,
2212,부산광역시,연제구,거제동,2647010100,A61176513,거제1차현대홈타운,
2213,경기도,안양만안구,박달동,4117110300,A43080207,한라비발디,
2214,경기도,용인수지구,성복동,4146510600,A44853206,성동마을엘지빌리지6차,
2215,광주광역시,광산구,신가동,2920011900,A50670417,수완대성베르힐,
2216,충청남도,천안서북구,성거읍,천흥리,4413325322,A33185509,백승아파트
2217,경기도,군포시,산본동,4141010400,A43504007,산본가야2차,
2218,전라남도,순천시,조례동,4615013300,A54074606,시대아파트,
2219,광주광역시,서구,농성동,2914010600,A50220002,삼익맨션,
2220,경기도,용인수지구,풍덕천동,4146510100,A44817101,수지건영,
2221,서울특별시,노원구,중계동,1135010600,A13986606,중계성원1차,
2222,광주광역시,광산구,운수동,2920010600,A50611001,가천아파트,
2223,서울특별시,송파구,거여동,1171011300,A13881601,거여우방,
2224,경기도,광명시,하안동,4121010300,A42385005,하안12단지,
2225,대전광역시,동구,성남동,3011011600,A30070901,효촌마을아파트,
2226,경기도,수원영통구,망포동,4111710700,A44370614,동수원자이1차,
2227,경기도,수원장안구,조원동,4111113600,A44070801,조원벽산,
2228,대구광역시,달서구,감삼동,2729011300,A70490503,우방드림시티,
2229,경기도,남양주시,화도읍,묵현리,4136025622,A47278620,영진그린필
2230,경기도,군포시,금정동,4141010500,A43575803,산본주공퇴계1차아파트,
2231,충청남도,아산시,배방읍,장재리,4420025331,A33672926,아산Y-CITY
2232,대구광역시,동구,신기동,2714011700,A70175502,모란1차아파트,
2233,경상북도,영천시,망정동,4723010200,A77075105,망정3주공아파트,
2234,전라북도,익산시,어양동,4514012300,A57021005,어양주공8단지,
2235,부산광역시,북구,만덕동,2632010300,A61682908,벽산라인타운 아파트,
2236,부산광역시,금정구,구서동,2641010700,A60976105,구서선경3차아파트,
2237,경기도,양주시,고암동,4163011500,A48273901,휴먼시아하늘빛마을,
2238,대구광역시,북구,읍내동,2723011800,A70220003,칠곡현대2차아파트,
2239,부산광역시,사하구,괴정동,2638010100,A60481504,한신청록,
2240,경상북도,상주시,신봉동,4725011200,A74275805,동아아파트,
2241,경기도,시흥시,죽율동,4139013300,A42946001,시흥6차푸르지오2단지,
2242,광주광역시,광산구,수완동,2920011400,A50630409,수완6차대방노블랜드,
2243,경상북도,영주시,휴천동,4721010400,A75005002,휴천현대아파트1차,
2244,인천광역시,미추홀구,용현동,2817710200,A40279102,금호어울림4단지,
2245,대전광역시,대덕구,송촌동,3023010700,A30677602,선비마을 2단지 아파트,
2246,부산광역시,금정구,부곡동,2641010900,A60970301,부곡대우아파트,
2247,서울특별시,송파구,오금동,1171011200,A13813002,오금우방,
2248,대전광역시,유성구,봉명동,3020011100,A30530107,봉명시티빌,
2249,경기도,구리시,인창동,4131010300,A47172715,인창건영,
2250,광주광역시,서구,쌍촌동,2914011800,A50282104,빛고을파크쌍촌시영1차,
2251,경기도,안성시,공도읍,마정리,4155025030,A45672103,대림한숲원
2252,경기도,수원권선구,오목천동,4111312900,A44175602,오목천청구1차,
2253,광주광역시,북구,용봉동,2917010700,A50007010,중흥아파트,
2254,경기도,이천시,갈산동,4150010800,A46770205,갈산화성파크드림,
2255,경기도,고양일산동구,중산동,4128510200,A41031503,하늘마을주공4단지,
2256,인천광역시,서구,검암동,2826010300,A40484707,검암신명2차,
2257,대구광역시,달서구,본리동,2729011400,A70491210,성당래미안e-편한세상1단지,
2258,경상남도,양산시,물금읍,범어리,4833025324,A62677518,양산범어대동타운
2259,인천광역시,미추홀구,도화동,2817710400,A40272002,도화 동원 아파트,
2260,서울특별시,성북구,종암동,1129013500,A13671210,종암SK제2,
2261,경기도,용인기흥구,마북동,4146311300,A44655712,삼성래미안1차,
2262,부산광역시,해운대구,반송동,2635010100,A61280802,삼한5차,
2263,대전광역시,중구,문화동,3014011600,A30173001,센트럴스타클래스,
2264,경상남도,통영시,광도면,죽림리,4822034024,A65082101,죽림2차푸르지오
2265,전라북도,전주완산구,삼천동1가,4511113700,A56080418,삼천동 흥건1차,
2266,충청남도,서산시,읍내동,4421010100,A35680601,동신아파트,
2267,광주광역시,광산구,도산동,2920010200,A50680009,도산호반1차아파트,
2268,경기도,고양덕양구,원흥동,4128110400,A41204002,삼송마을16단지,
2269,광주광역시,광산구,수완동,2920011400,A50630402,수완모아엘가,
2270,서울특별시,영등포구,영등포동,1156010100,A15003001,영등포두산위브,
2271,경기도,의왕시,포일동,4143010900,A43774605,인덕원삼호,
2272,서울특별시,중랑구,망우동,1126010500,A13123102,중랑숲금호어울림,
2273,부산광역시,부산진구,초읍동,2623010700,A61487402,초읍우신그린피아아파트,
2274,경기도,양주시,산북동,4163010500,A48272401,양주한승,
2275,인천광역시,부평구,산곡동,2823710300,A40377310,산곡 한화1차 아파트,
2276,서울특별시,영등포구,당산동4가,1156011400,A15004405,당산2차삼성,
2277,경기도,용인기흥구,동백동,4146311500,A44691117,호수마을주공3단지,
2278,대전광역시,서구,둔산동,3017011200,A30212003,메르하우젠,
2279,경상남도,창원성산구,대방동,4812310500,A64180504,대방대동황토방,
2280,서울특별시,강남구,도곡동,1168011800,A13527013,개포4차우성,
2281,경기도,수원권선구,세류동,4111312600,A44175501,세류현대,
2282,경기도,파주시,아동동,4148010200,A41380303,금촌장안1차초원,
2283,경상남도,김해시,율하동,4825013100,A62183447,율상마을푸르지오3단지,
2284,광주광역시,광산구,우산동,2920010900,A50605007,리버힐,
2285,서울특별시,서초구,우면동,1165010300,A13778212,LH서초3단지,
2286,경기도,평택시,안중읍,현화리,4122025330,A45178112,화현마을우림필유
2287,경기도,용인수지구,동천동,4146510300,A44851113,동천마을현대2차홈타운,
2288,전라남도,목포시,상동,4611015800,A53039008,목포상동1,
2289,경기도,용인수지구,신봉동,4146510500,A44815007,엘지빌리지5차A단지,
2290,경기도,수원영통구,매탄동,4111710100,A44379205,매탄주공그린빌1단지,
2291,인천광역시,서구,경서동,2826010400,A40471902,가이아샹베르2차아파트,
2292,강원도,춘천시,석사동,4211012400,A20018014,현진에버빌2차아파트,
2293,충청북도,제천시,강제동,4315012100,A39016002,강저휴먼시아2단지,
2294,대구광역시,수성구,신매동,2726011800,A70617017,시지보성서한타운,
2295,경상남도,김해시,진영읍,진영리,4825025026,A62180706,진영거성
2296,울산광역시,동구,서부동,3117010800,A68280708,명덕패밀리1차,
2297,충청남도,천안서북구,직산읍,삼은리,4413325626,A33174902,청호6차
2298,대구광역시,북구,구암동,2723012300,A70280715,칠곡그린빌4단지,
2299,경기도,용인기흥구,영덕동,4146311100,A44690806,휴먼시아흥덕마을1단지,
2300,경기도,고양일산서구,일산동,4128710100,A41182606,일산동양,
2301,경기도,시흥시,월곶동,4139013100,A42983402,월곶3차풍림아이원,
2302,경기도,성남분당구,정자동,4113510300,A46375711,정자정든마을한진7차,
2303,경기도,화성시,기산동,4159011900,A44577601,행림마을삼성래미안1차,
2304,경기도,이천시,중리동,4150010300,A46771401,라온팰리스,
2305,울산광역시,울주군,범서읍,구영리,3171025927,A68985227,구영2차푸르지오
2306,울산광역시,북구,신천동,3120010500,A68380302,호계청구,
2307,경기도,남양주시,화도읍,마석우리,4136025621,A47288922,마석신명스카이뷰그린
2308,경기도,오산시,궐동,4137010400,A44770906,오산랜드마크원,
2309,경기도,고양일산서구,탄현동,4128710300,A41132018,탄현2지구11단지동신,
2310,경상남도,함안군,칠서면,무릉리,4873035022,A63794101,칠서에이스아파트
2311,경기도,시흥시,정왕동,4139013200,A42978202,시화영남5차,
2312,강원도,원주시,학성동,4213010900,A22096302,삼천리3차아파트,
2313,전라북도,익산시,어양동,4514012300,A57073113,어양주공7단지,
2314,경기도,용인기흥구,구갈동,4146310200,A44673303,기흥동부아파트,
2315,부산광역시,북구,화명동,2632010200,A61612017,대림쌍용강변타운,
2316,서울특별시,송파구,가락동,1171010700,A13881103,삼환가락,
2317,광주광역시,광산구,장덕동,2920012300,A50625108,수완현진에버빌2단지,
2318,대구광역시,북구,복현동,2723011200,A70282717,복현2차서한,
2319,경기도,성남분당구,운중동,4113511500,A46379108,산운마을13단지,
2320,서울특별시,강남구,일원동,1168011400,A13594702,상록수아파트,
2321,경기도,성남분당구,정자동,4113510300,A46375108,정자정든마을동아1차,
2322,서울특별시,송파구,가락동,1171010700,A13880701,가락미륭아파트,
2323,서울특별시,은평구,진관동,1138011400,A41279925,은평뉴타운제각말5단지제3관리사무소,
2324,광주광역시,북구,두암동,2917011400,A50010002,무등파크2차,
2325,충청북도,청주서원구,모충동,4311210300,A36175206,일신베네스트,
2326,경기도,의왕시,삼동,4143010300,A43772004,삼호한아름2차,
2327,대전광역시,대덕구,목상동,3023011200,A30676003,목상다사랑,
2328,부산광역시,동래구,낙민동,2626010400,A60776006,동래한양아파트,
2329,경상남도,사천시,용강동,4824010900,A66470603,용강주공,
2330,대구광역시,수성구,범물동,2726011300,A70676706,범물우방미진하이츠,
2331,대구광역시,북구,국우동,2723012200,A70222004,칠곡그린빌1단지,
2332,경상북도,경산시,정평동,4729011100,A71277108,한솔1차아파트,
2333,부산광역시,해운대구,중동,2635010600,A61201007,롯데캐슬마린,
2334,경상북도,영주시,가흥동,4721010500,A75076802,화성리버빌1차,
2335,부산광역시,부산진구,부암동,2623010800,A61483503,일동미라주아파트,
2336,경기도,수원장안구,파장동,4111112900,A44085201,파장화남2차,
2337,경기도,안양만안구,안양동,4117110100,A43001001,명지캐럿 주상복합,
2338,서울특별시,노원구,상계동,1135010500,A13920209,상계중앙하이츠2차,
2339,강원도,원주시,명륜동,4213010600,A22072714,명륜동보렉스9차,
2340,경기도,성남분당구,서현동,4113510500,A46377610,서현시범한양,
2341,서울특별시,종로구,무악동,1111018700,A11081503,무악현대,
2342,서울특별시,강남구,역삼동,1168010100,A13579501,역삼개나리푸르지오,
2343,경기도,남양주시,진건읍,용정리,4136025925,A47283508,진건현대
2344,충청남도,천안동남구,청수동,4413110900,A33019002,청수동 극동1차아파트,
2345,경기도,고양일산서구,일산동,4128710100,A41183919,일산동문1차,
2346,경기도,성남분당구,금곡동,4113511100,A46372509,금곡청솔마을한라,
2347,경상남도,양산시,물금읍,범어리,4833025324,A62681304,범어그린피아
2348,충청북도,제천시,장락동,4315011600,A39089402,천일베리굿아파트,
2349,서울특별시,송파구,잠실동,1171010100,A13886701,잠실현대,
2350,서울특별시,강서구,염창동,1150010100,A15776001,염창강변월드메르디앙,
2351,울산광역시,동구,전하동,3117010400,A68281304,현대3단지,
2352,세종특별자치시,조치원읍,침산리,3611025028,A33980705,욱일아파트,
2353,전라북도,군산시,미룡동,4513014500,A57336003,미룡대명,
2354,경기도,고양일산서구,탄현동,4128710300,A41178503,임광진흥,
2355,경기도,안양동안구,호계동,4117310400,A43176503,푸른마을삼성,
2356,경기도,화성시,봉담읍,와우리,4159025325,A44589721,봉담그대가3단지
2357,부산광역시,북구,덕천동,2632010400,A61681502,한성아파트,
2358,서울특별시,마포구,망원동,1144012300,A12123001,망원휴먼빌,
2359,인천광역시,서구,불로동,2826012100,A40427005,불로동부아파트,
2360,경기도,평택시,군문동,4122011500,A45070602,군문주공2단지,
2361,경상남도,진주시,가좌동,4817013100,A66077903,가좌그린빌주공,
2362,서울특별시,광진구,광장동,1121510400,A14380414,극동2차아파트,
2363,인천광역시,서구,청라동,2826012200,A40471918,청라반도유보라2,
2364,경기도,부천시,역곡동,4119010700,A42010102,역곡4차e편한세상,
2365,경기도,안양동안구,비산동,4117310100,A43105001,비산이편한세상,
2366,서울특별시,은평구,응암동,1138010700,A12201102,응암금호,
2367,전라북도,완주군,봉동읍,둔산리,4571025324,A56570208,라송센트럴카운티아파트
2368,서울특별시,성동구,하왕십리동,1120010200,A13385705,한신무학,
2369,전라남도,순천시,해룡면,상삼리,4615031023,A54079509,금당그리안아파트
2370,서울특별시,구로구,개봉동,1153010700,A15209206,개봉현대홈타운2단지,
2371,대전광역시,서구,둔산동,3017011200,A30212005,은하수,
2372,인천광역시,미추홀구,학익동,2817710300,A40204104,학익1차하나,
2373,경기도,양평군,양평읍,백안리,4183025026,A47680109,양평벽산블루밍1단지
2374,경상남도,김해시,부곡동,4825012500,A62183316,월산마을12단지부영아파트,
2375,전라북도,군산시,산북동,4513015100,A57388806,산북동하늘가1차,
2376,대구광역시,북구,서변동,2723011500,A70211002,동서변 리벤빌,
